ID	TIME	GEO	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
Estonie2017	2017	Estonie	642.74	258.03	34.21	348.44	2.06	68.46	61.58	0.19	0.18	6.52	131.57	154.33	42.25	37.25	15.97	1152.52	80.39	266.44	NA	977.38	193.39	371.26	0	207.04	NA	205.7	469.49	344.55	91.32	25.81
Finlande1992	1992	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Finlande1993	1993	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	825.17	311.4	NA	NA
Finlande1994	1994	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819.42	306.21	282.94	NA
Finlande1995	1995	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	812.15	299.09	287.42	NA
Finlande1996	1996	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120.02	NA	NA	NA	NA	NA	811.6	298.76	282.85	NA
Finlande1997	1997	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122.21	NA	NA	NA	NA	NA	789.64	274.7	276.51	NA
Finlande1998	1998	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122.35	NA	NA	NA	NA	NA	777.24	259.07	272.46	NA
Finlande1999	1999	Finlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.34	NA	NA	NA	NA	NA	760.53	248.73	265.8	NA
Finlande2000	2000	Finlande	964.48	472.45	26.17	455.25	10.61	285.56	224.31	NA	NA	61.25	50.8	229.51	45.59	60.75	50.48	1801.36	NA	NA	NA	NA	133.89	NA	NA	NA	NA	NA	753.97	393.08	350.64	7.64
Finlande2001	2001	Finlande	1049.28	497.71	20.14	519.94	11.49	303.13	233.07	NA	NA	70.06	52.23	257.52	48.77	65.43	52.81	1946.88	NA	NA	NA	NA	132.63	NA	NA	NA	NA	NA	746.24	386.62	348.94	7.94
Finlande2002	2002	Finlande	1129.73	552.72	34.66	529.01	13.33	324.6	241.45	NA	NA	83.16	55.24	284.2	49.99	72.3	55.79	2100.16	NA	NA	NA	NA	132.26	NA	NA	NA	NA	NA	735.14	383.22	340.49	9.07
Finlande2003	2003	Finlande	1197.47	589.61	35.53	558.84	13.49	351.12	254.87	NA	NA	96.25	58.37	300.21	51.79	77.92	59.44	2229.96	NA	NA	NA	NA	132.72	NA	NA	NA	NA	NA	724.33	381.35	331.14	9.45
Finlande2004	2004	Finlande	1265.33	591.89	29.15	629.79	14.51	377.59	266.94	NA	NA	110.66	61.64	322.29	53.17	83.18	61.01	2363.48	NA	NA	NA	NA	132.65	NA	NA	NA	NA	NA	709.94	378.26	319.27	10.72
Finlande2005	2005	Finlande	1346.82	614.37	33.55	682.63	16.25	400.62	276.6	NA	NA	124.01	67.46	334.73	60.81	90.7	60.35	2508.03	100.55	139.36	NA	NA	133.91	NA	NA	NA	NA	NA	705.29	372.31	318.78	12.99
Finlande2006	2006	Finlande	1421.36	615.21	41.43	748.12	16.6	441.18	281.7	NA	NA	159.48	74	331.16	45.19	93.54	65.73	2625.37	102.43	143.19	0	NA	135.89	NA	NA	NA	NA	NA	698.66	364.49	319.35	13.55
Finlande2007	2007	Finlande	1478.32	631.74	41.83	786.83	17.92	483.38	294.23	NA	NA	189.15	78.62	343.56	52	105.28	62.42	2762.85	101.18	145.27	0	NA	146.99	NA	NA	NA	NA	NA	673.3	357.09	302.76	12.21
Finlande2008	2008	Finlande	1591.34	686	44.15	841.09	20.11	519.3	303.57	NA	NA	215.73	85.23	364.17	54.58	107.64	65.55	2949.67	102.66	146.33	0	NA	149.54	NA	NA	NA	NA	NA	656.84	349.78	292.45	13.25
Finlande2009	2009	Finlande	1637.49	697.33	45.23	874.9	20.03	545.03	308.8	NA	NA	236.23	90.26	354.57	56.38	103.99	58.98	3010.95	102.14	148.21	0	NA	151.65	NA	NA	NA	NA	NA	625.22	341.31	270.94	11.44
Finlande2010	2010	Finlande	1709.24	723.13	50.03	912.9	23.18	556.52	287.56	NA	NA	268.95	95.74	348.18	57.18	103.58	56.78	3096.8	118.96	190.4	0	NA	152.32	NA	NA	NA	NA	NA	585.38	337.82	234.61	10.93
Finlande2011	2011	Finlande	1813.36	782	55.37	933.87	42.11	609.82	281.07	NA	NA	328.75	106.06	352.1	56.75	107.33	54.41	3272.82	123.3	189	0	NA	138.92	NA	NA	NA	NA	NA	552.15	330.23	208.68	10.72
Finlande2012	2012	Finlande	1908.8	818.93	58.54	987.89	43.45	647.36	277.16	NA	NA	370.2	113.84	358.89	59.66	114.9	56.37	3432.56	121.98	193.09	0	NA	136.07	NA	NA	NA	NA	NA	529.83	325.06	192.91	9.32
Finlande2013	2013	Finlande	2006.19	854.09	63.28	1056.37	32.46	644.19	258.47	NA	NA	385.73	117.02	367.9	59.94	118.89	59.64	3553.58	125.92	184.76	0.96	NA	137.73	NA	NA	NA	NA	NA	487.22	311.95	164.67	8.12
Finlande2014	2014	Finlande	2025.08	847.94	63.08	1083.85	30.22	633.16	225.44	NA	NA	407.72	120.45	362.21	62.25	121.28	61.6	3571.49	131.23	197.29	1.21	NA	147.56	NA	NA	NA	NA	NA	453	308.58	136.7	5
Finlande2015	2015	Finlande	2067.63	819.47	65.24	1154.26	28.67	727.74	189.69	NA	NA	538.05	118.86	376.49	61.14	143.85	33.1	3718.19	124.77	194.32	NA	NA	140.5	NA	NA	NA	NA	NA	435.33	305.35	119.58	7.53
Finlande2016	2016	Finlande	2047.7	802.32	68.42	1148.62	28.35	724.72	161.61	NA	NA	563.11	113.11	388.88	64.05	147.71	33.34	3707.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	397.34	293.62	95.92	5.29
Finlande2017	2017	Finlande	2103.42	803.59	74.22	1197	28.6	712.53	139.81	NA	NA	572.72	115.72	382.52	63.54	142.58	33.14	3742.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	328.09	279.54	40.81	3.72
France1992	1992	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	169.23	150.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France1993	1993	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166	156.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France1994	1994	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167.11	159.09	NA	1694	156.87	454.04	0	336.73	691.97	54.38	NA	NA	NA	NA
France1995	1995	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167.21	161.07	NA	1732.15	162.02	466.17	0	348.92	700.57	54.47	NA	NA	NA	NA
France1996	1996	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167.14	163.16	NA	1763.94	166.05	480.37	0	356.31	704.67	56.55	NA	NA	NA	NA
France1997	1997	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166.39	165.84	NA	1732.58	163.38	477.12	0	350.09	685.52	56.47	872.73	446.93	144.28	159.13
France1998	1998	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	163.85	165.1	NA	1719.51	161.96	477.67	0	348.11	677.48	54.29	845.61	430.69	143.21	155.78
France1999	1999	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160.07	164.28	NA	1702.58	158.57	477.1	0	345.66	666.73	54.53	820.12	417.45	139.06	152.59
France2000	2000	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161.59	164.24	NA	1669.63	144.55	479.44	0	345.75	645.02	54.87	797.01	406.2	138.93	148.49
France2001	2001	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	162.5	166.15	NA	1709.51	149.38	489.02	0	357.1	657.43	56.59	782.7	395.29	138.12	148.1
France2002	2002	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	163.33	167.54	NA	1800.82	153.09	501.34	0	371.57	715.55	59.27	771.25	390.39	133.24	149.34
France2003	2003	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164.23	168.07	NA	1787.59	155.36	504.68	0	375.43	691.07	61.06	754.56	380.82	128.85	148.9
France2004	2004	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164.75	169.11	NA	1814.98	157.59	515.82	0	381.08	697.91	62.58	739.04	373.94	122.81	147.91
France2005	2005	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164.55	169.27	NA	1822.45	158.26	517.92	0	383.08	699.03	64.16	722.49	368.51	114.92	146.07
France2006	2006	France	1341.8	692.67	102.11	464.21	82.8	339.93	277.98	NA	NA	61.94	164.07	441.82	53.51	62.66	181.42	3029.19	163.95	169.17	NA	1835.18	160.32	527.08	0	387.78	694.13	65.87	711.11	362.38	108.14	149.16
France2007	2007	France	1373.69	706.5	101.84	476.1	89.24	372.75	305.54	NA	NA	67.21	169.55	452.08	53.3	66.47	185.03	3143.41	162.81	168.6	NA	1844.46	165.36	528.85	0	390.84	691.99	67.43	706	358.26	106.32	151.12
France2008	2008	France	1409.94	710.53	99.72	504.63	95.05	417.74	343.01	NA	NA	74.74	173.38	457.67	55.97	69.21	192.49	3263.88	162.4	168.68	NA	1854.06	167.5	530.92	0	392.69	693.89	69.06	690.27	351.64	96.32	152.94
France2009	2009	France	1445.11	728.29	101.75	512.22	102.86	468.66	387.05	NA	NA	81.61	179.8	461.58	54.63	78.51	197.95	3392.55	160.22	166.46	NA	1863.18	170.79	535.99	0	398.84	686.17	71.4	666.11	349.36	74.36	153.83
France2010	2010	France	1471.92	739.99	103.82	520.39	107.72	497.9	411.28	NA	NA	86.62	182.35	461.55	52.92	69.1	200.66	3459.68	159.31	167.96	NA	1876.17	171.18	539.33	0	403.72	689.42	72.52	642.88	346.17	53.33	155.06
France2011	2011	France	1509.07	748.96	109.13	538.34	112.64	513.57	423.43	NA	NA	90.14	186.39	462.13	51.78	68.7	206.46	3540.73	143.01	163.95	NA	1736.45	171.74	516.37	0	346.1	631.22	71.03	635.99	342.9	50.22	155.43
France2012	2012	France	1544.32	760.48	112.89	551.48	119.47	534.66	441.45	NA	NA	93.21	187.29	450.9	53.17	68.74	210.63	3611.9	142.55	165.81	NA	1758.05	175.12	528.43	0	348.61	633.11	72.78	633.94	339.3	49.74	156.84
France2013	2013	France	1574.59	772.23	112.42	564.74	125.2	552.51	457.28	NA	NA	95.23	188.5	441.17	50.75	71.42	217.27	3681.18	142.59	167.24	NA	1742.07	183.87	523.95	0	342.95	618.39	72.91	627.18	333.88	48.27	157
France2014	2014	France	1604.9	781.4	117.46	576.97	129.07	566.91	470.17	NA	NA	96.74	191.87	451.04	49.22	70.37	215.29	3751.23	142.24	168.65	NA	1742.64	187.08	525.6	0	342.39	613.64	73.94	619.68	326.64	47.71	158.07
France2015	2015	France	1619.58	780.31	121.21	584.14	133.91	576.56	479.09	NA	NA	97.48	194.14	441.69	49.82	68.95	214.34	3785.52	141.64	170.59	NA	1741.05	189.37	526.26	0	341.28	609.63	74.5	613.46	320.83	47.54	158.67
France2016	2016	France	1646.97	787.27	127.29	594.38	138.03	588.44	487.23	NA	NA	101.21	203.28	439.93	49.02	68.55	213.72	3843.67	141.38	172.42	NA	1745.59	193.89	528.26	0	339.79	608.27	75.38	605.88	314.75	47.06	158.14
France2017	2017	France	1663.34	793.15	128.02	598.41	143.76	590.98	488.02	NA	NA	102.96	206.92	439.12	47.76	72.04	219.39	3883.02	141.91	173.89	NA	1749.36	196.01	530.18	0	340.19	606.55	76.44	598.02	309.01	47.12	158.12
Grece1992	1992	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	494.49	NA	NA	NA
Grece1993	1993	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	498.49	388.66	NA	NA
Grece1994	1994	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492.61	391.27	NA	NA
Grece1995	1995	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	494.47	385.31	NA	NA
Grece1996	1996	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	495.68	390.06	NA	NA
Grece1997	1997	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492.19	386.8	NA	NA
Grece1998	1998	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	489.67	384.05	NA	NA
Grece1999	1999	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	477.66	379.61	NA	NA
Grece2000	2000	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	476.6	378.26	NA	NA
Grece2001	2001	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	481.27	387.2	NA	NA
Grece2002	2002	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	474.97	381.79	NA	NA
Grece2003	2003	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	473.66	384.96	NA	NA
Grece2004	2004	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	473.49	383.1	NA	NA
Grece2005	2005	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.49	319.22	1.39	NA	NA	NA	NA	NA	NA	NA	477.92	390.3	NA	NA
Grece2006	2006	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.15	328.38	1.44	NA	NA	NA	NA	NA	NA	NA	487.29	398.94	NA	NA
Grece2007	2007	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.67	337.79	1.56	NA	NA	NA	NA	NA	NA	NA	487.74	400.45	NA	NA
Grece2008	2008	Grece	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.6	346.89	1.53	NA	NA	NA	NA	NA	NA	NA	484.32	400.95	NA	NA
Grece2009	2009	Grece	1265.5	789.16	13.33	463.01	0	8.44	3.17	0	0	5.27	85.86	NA	NA	25.08	39.33	2024.93	28.13	353.81	1.6	NA	NA	NA	NA	NA	NA	NA	492.52	411.71	NA	NA
Grece2010	2010	Grece	1195.95	763.62	12.73	419.6	0	11.34	4.81	0	0	6.53	77.04	NA	NA	24.89	34.2	1942.99	30.49	355.64	1.69	NA	NA	NA	NA	NA	NA	NA	448.04	365.64	NA	4.17
Grece2011	2011	Grece	992.4	605.86	13.64	372.9	0	10.11	4.93	0	0	5.18	74.68	NA	NA	20.01	37.26	1696.16	30.34	363.77	1.82	NA	NA	NA	NA	NA	NA	NA	447.48	367.23	NA	4.31
Grece2012	2012	Grece	932.77	639.13	4.71	288.93	0	17.63	10.09	0	0	7.55	56.62	NA	NA	16.29	38.54	1537.77	31.29	372.26	1.87	NA	NA	NA	NA	NA	NA	NA	444.54	365.64	NA	2.39
Grece2013	2013	Grece	837.82	546.74	5.07	286	0	23.4	4.51	0	0	18.88	69.88	NA	NA	15.63	37.57	1386.33	31.86	381.05	1.99	NA	NA	NA	NA	NA	NA	NA	424.16	352.24	NA	2.14
Grece2014	2014	Grece	764.4	515.23	10.48	238.68	0	25.1	3.73	0	0	21.37	65.4	NA	NA	19.64	42.7	1303.95	39.54	472.99	2.28	NA	NA	NA	NA	NA	NA	NA	423.78	349.69	NA	2.13
Grece2015	2015	Grece	761.38	522	8.83	230.55	0	38.47	11.06	0	0	27.41	68.84	NA	NA	17.25	32.45	1325.18	40.63	476.82	2.52	NA	NA	NA	NA	NA	NA	NA	424.6	360.4	60.72	3.47
Grece2016	2016	Grece	805.64	553.56	12.03	240.05	0	19	9.95	0	0	9.05	49.88	NA	NA	17.34	32.53	1356.38	41.95	490.34	NA	NA	NA	NA	NA	NA	NA	NA	420.13	357	59.52	3.61
Grece2017	2017	Grece	805.32	546.69	12.75	245.88	0	23.9	16.45	0	0	7.45	44.4	NA	NA	16.95	33.7	1347.53	43.25	495.21	NA	NA	NA	NA	NA	NA	NA	NA	420.91	360.28	57.47	3.15
Hongrie1992	1992	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1993	1993	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1994	1994	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1995	1995	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1996	1996	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1997	1997	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1998	1998	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie1999	1999	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hongrie2000	2000	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	815.51	619.21	74.98	121.32
Hongrie2001	2001	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	791.8	601.19	72.77	117.85
Hongrie2002	2002	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	791.05	597.96	71.96	121.14
Hongrie2003	2003	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	789.53	595.98	72.08	121.48
Hongrie2004	2004	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	788.77	593.09	72.6	123.08
Hongrie2005	2005	Hongrie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	791.45	594.04	74.97	122.44
Hongrie2006	2006	Hongrie	330.98	169.81	6.99	153.91	0.27	24.16	23.14	0.13	0	0.88	31.2	NA	NA	30.49	8.55	711.49	NA	NA	NA	998.78	135.34	292.29	72.42	122.4	279.72	96.61	797.72	594.35	77.95	125.41
Hongrie2007	2007	Hongrie	340.3	176.21	8.4	155.41	0.28	29.63	28.26	0.19	0	1.18	32.41	NA	NA	30.95	9.69	733.69	NA	NA	NA	874.6	126.81	237.53	85.47	127.12	216.71	80.96	718.59	447.15	112.22	159.22
Hongrie2008	2008	Hongrie	345.69	178.38	9.46	157.27	0.58	31.88	30.49	0.2	0	1.19	37.25	NA	NA	31.85	9.72	765.07	NA	NA	NA	911.21	135.12	251.06	82.33	128.08	224.19	90.42	710.51	443.13	111.75	155.63
Hongrie2009	2009	Hongrie	303.65	153.13	8.44	141.74	0.34	27.91	26.69	0.2	0	1.02	31.97	NA	NA	26.62	10.06	681.72	NA	NA	8.13	872.54	128.96	245.61	76.84	123.58	209.99	87.55	714.38	443.75	111.89	158.74
Hongrie2010	2010	Hongrie	337.59	163.61	9.12	164.71	0.16	30.64	28.66	0.78	0	1.2	37.26	237.95	0	28.76	12.91	743.16	NA	NA	NA	948.28	153.46	259.92	82.71	127.48	234.32	90.39	718.18	445.03	114.05	159.1
Hongrie2011	2011	Hongrie	344.79	167.15	8.65	168.81	0.17	29.19	27.11	0.72	0	1.36	38.28	258.39	0	25.84	12.56	766.4	NA	NA	NA	1003.44	166.57	279.18	74.8	140.46	251.21	91.21	719.65	446.45	113.26	159.95
Hongrie2012	2012	Hongrie	354.39	174.07	14.07	164.15	2.1	27.47	25.78	1.13	0	0.57	39.25	234.31	0	21.41	12.73	748.86	NA	NA	NA	955.06	158.03	263.17	70.85	129.09	240.76	93.15	700.07	428.78	115.68	155.6
Hongrie2013	2013	Hongrie	366.6	178.67	15.71	170.18	2.03	29.94	28.16	1.19	0	0.58	40.47	216.77	0	20.88	13.25	747.64	NA	NA	NA	1036.02	173.95	290.11	78.35	142.67	240.97	109.97	703.73	430.02	121.58	152.14
Hongrie2014	2014	Hongrie	372.44	185.99	15.34	169.16	1.93	32.33	30.55	1.18	0	0.6	39.89	218.52	0	20.49	14.77	758.94	NA	NA	NA	1014.18	172	285.73	68.28	142.93	232.26	112.99	698.43	427.71	122.27	148.44
Hongrie2015	2015	Hongrie	387.58	197.76	15.98	171.88	1.96	31.71	29.85	1.22	0	0.63	41.69	223.78	0	21.25	16.67	785.4	NA	NA	NA	1014.67	175.97	285.65	66.39	141.53	233.19	111.93	699.41	425.51	123.9	149.99
Hongrie2016	2016	Hongrie	407.41	205.16	20.46	179.81	1.98	32.22	30.85	1.06	0	0.3	49.73	233.31	0	22.92	16.64	828.09	NA	NA	NA	1014.43	174.67	280.3	71.99	141.86	236.63	108.97	700.15	427.94	122.07	150.14
Hongrie2017	2017	Hongrie	439.43	222.89	26.95	187.43	2.17	36.37	35.09	0.9	0	0.38	52.79	232.42	NA	23.01	18.38	871.95	70.03	261.7	NA	1025.47	177.84	293.06	63.47	138.33	229.76	123.01	701.9	427.09	122.11	152.71
Irlande1992	1992	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	815.5	85.16	290.78	0	31.63	242.69	165.23	761.46	313.14	206.55	NA
Irlande1993	1993	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	832.46	87.79	298.96	0	31.89	247.58	166.24	723.33	304.12	191.51	NA
Irlande1994	1994	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	860.1	89.43	310.57	0	33.33	256.32	170.44	706.14	303.25	191.73	NA
Irlande1995	1995	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	870.61	91.5	326.06	0	34.17	257.81	161.07	697.4	305.36	192.08	NA
Irlande1996	1996	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	864.52	93.17	331.98	0	35.35	258.89	145.14	676.89	302.57	189.75	NA
Irlande1997	1997	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	879.86	98.59	349.55	0	39.49	265.3	126.92	655.7	288.52	198.76	NA
Irlande1998	1998	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	881.72	101.46	365.96	0	42.73	275.5	96.08	639.26	283.58	194.4	NA
Irlande1999	1999	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	910.51	105.75	369.49	0	43.41	289.04	102.82	624.44	280.65	190.37	NA
Irlande2000	2000	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	981.32	111.1	390.11	0	48.97	307.32	123.82	613.22	279.09	182.59	NA
Irlande2001	2001	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1070.25	120.62	423.72	0	73.83	323.62	128.45	586.05	274.4	176.76	NA
Irlande2002	2002	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1118.32	128.2	452.54	0	76.36	327.01	134.2	578.14	280.65	174.82	NA
Irlande2003	2003	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1111.11	126.91	447.55	0	75.8	327.66	133.18	567.19	279.84	172.22	NA
Irlande2004	2004	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1125.95	129.75	449.6	0	78.28	330	138.32	564.12	277.97	178.42	NA
Irlande2005	2005	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	292	60.67	1.11	1150.26	132.15	461.17	0	81.68	332.12	143.14	545.95	276.42	167.6	NA
