ID	TIME	GEO	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
Irlande2006	2006	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	297.32	65.32	1.22	1168.49	135.26	468.85	0	80.24	334.71	149.42	525.77	269.46	158.93	NA
Irlande2007	2007	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	312.03	71.24	1.23	1192.17	137.13	471.81	0	80.1	330.92	172.22	509.69	262.15	158.02	NA
Irlande2008	2008	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	321.77	73.08	1.47	1152.45	134.9	461.69	0	78.54	323.44	153.88	485.33	252.72	149.86	NA
Irlande2009	2009	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	267.89	132.36	1.65	1124.45	132.66	450.34	0	75.69	314.77	151	282.51	259.18	20.55	2.78
Irlande2010	2010	Irlande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	273.57	139.16	1.86	1091.27	130.33	434.64	0	72.76	305.69	147.87	272.67	250.36	19.47	2.83
Irlande2011	2011	Irlande	NA	NA	NA	NA	NA	878.25	540.12	38.38	NA	299.76	116.33	NA	NA	119.82	82.49	3993.96	248.16	162.2	4.3	1074.09	136.99	432.84	0	73.42	284.45	146.39	262.18	242.7	16.66	2.82
Irlande2012	2012	Irlande	NA	NA	NA	NA	NA	919.88	578.67	37.02	NA	304.19	111.3	NA	NA	115.87	93.02	4068.81	245.42	148.6	3.78	1049.86	136.29	421.11	0	70.91	277.16	144.4	254.2	236.65	14.68	2.87
Irlande2013	2013	Irlande	NA	NA	NA	NA	NA	880.33	537.03	36.02	NA	307.27	122.63	NA	NA	113.65	106.4	4002.21	233.16	158.87	4.09	1036.7	136.29	415.69	0	70.01	272.29	142.43	256	238.01	14.97	3.03
Irlande2014	2014	Irlande	NA	NA	NA	NA	NA	910.95	550.38	36.39	NA	324.17	113.2	NA	NA	110.35	135.17	4047.07	176.35	123.51	3.91	1068.04	145.43	423.82	0	79.82	272.45	146.51	257.4	241.34	12.6	3.46
Irlande2015	2015	Irlande	NA	NA	NA	NA	NA	895.06	545.47	37.91	NA	311.68	116.39	NA	NA	110.03	119.82	4094.93	183.12	127.84	4.38	1117.45	153.56	432.03	0	88.43	286.8	156.64	292.01	275.01	13.61	3.38
Irlande2016	2016	Irlande	NA	NA	NA	NA	NA	922.04	553.26	39.77	NA	329	121.16	NA	NA	110.49	115.91	4241.91	179.04	139.36	4.77	1138.59	159.41	435.44	0	92.21	291.23	160.31	297.16	278.74	14.91	3.51
Irlande2017	2017	Irlande	NA	NA	NA	NA	NA	929.51	532.61	40.44	NA	356.46	122.94	NA	NA	115.42	129.88	4395.41	182.28	142.72	NA	1170.28	164.52	447.99	0	95.05	298.25	164.47	295.73	276.6	15.41	3.72
Islande1992	1992	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1993	1993	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1994	1994	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1995	1995	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1996	1996	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1997	1997	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1998	1998	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande1999	1999	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2000	2000	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2001	2001	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2002	2002	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2003	2003	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2004	2004	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2005	2005	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.32	233.21	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2006	2006	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.24	229.11	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islande2007	2007	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.34	227.24	1.93	1603.84	190.65	418.53	196.75	NA	618.81	179.42	411.79	334.76	52	25.03
Islande2008	2008	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.91	227.46	2.21	1587.52	184.93	428.46	203.84	NA	594.18	175.8	390.97	308.75	55.45	26.78
Islande2009	2009	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.4	227.94	3.45	1522.14	174.57	433.91	189.64	NA	549.77	174.57	369.86	299.22	50.55	20.09
Islande2010	2010	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.23	224.5	3.46	1484.4	170.1	433.28	182.68	NA	525.09	173.25	358.44	294.62	44.02	19.81
Islande2011	2011	Islande	1420.19	651.56	93.78	664.17	10.67	575.61	531.58	5.76	NA	38.27	58.03	235.29	119.37	68.33	42.67	2816.43	57.99	218.49	4.08	1464.83	174.29	441.36	173.97	NA	504.05	171.15	329.14	267.39	42	19.75
Islande2012	2012	Islande	1488.68	691.02	97.85	689.87	9.93	588.71	544.87	3.89	NA	39.95	64.09	228.44	122.71	74.05	42.48	2927.97	57.37	219.2	3.74	1438.97	176.17	424.36	169	NA	493.89	175.86	324.59	270.64	34.61	19.33
Islande2013	2013	Islande	1571.69	719.49	103.74	739.26	9.2	636.63	588.7	4.35	NA	43.58	69.41	259.03	78.34	78.87	44.54	3063.45	58.07	218.06	4.94	1430.05	168.64	427.16	167.41	NA	489.55	177.29	322.15	267.48	34.59	20.08
Islande2014	2014	Islande	1779.93	823.81	121.79	824.25	10.07	696.78	643.19	4.16	NA	49.44	85.68	260.3	83.69	81.96	41.82	3386.21	57.42	220.54	5.19	1442.64	171.05	437.4	171.36	NA	484.44	178.08	316.14	264.21	32.68	19.24
Islande2015	2015	Islande	2027.58	984.47	95.27	936.32	11.52	800.82	738.44	4.61	NA	57.76	93.59	277.31	93.59	92.4	47.71	3854.02	57.74	219.16	5.44	1472.43	186.51	444.06	168.67	NA	490.91	182.28	311.96	262.08	30.83	19.04
Islande2016	2016	Islande	2399.07	1100.35	148.34	1136.85	13.53	932.44	852.79	7.4	NA	72.25	111.82	294.91	108.6	111.23	53.92	4538.77	63.5	243.86	NA	1504.6	192.88	446.28	179.76	NA	499.35	186.62	313.32	261.45	33.69	18.19
Islande2017	2017	Islande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.86	231.8	NA	1500.88	199.48	441.47	164.53	NA	504.08	191.03	306.35	251.02	38.44	16.89
Italie1992	1992	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	685.69	663.34	22.35	NA
Italie1993	1993	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	669.37	647.49	21.87	NA
Italie1994	1994	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656.89	633.97	22.92	NA
Italie1995	1995	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	626.68	605.2	21.47	NA
Italie1996	1996	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	654.83	631.84	22.99	NA
Italie1997	1997	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	588.14	566.62	21.51	NA
Italie1998	1998	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	554.99	534.72	20.27	NA
Italie1999	1999	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492.67	474.18	18.49	NA
Italie2000	2000	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.7	259.63	NA	NA	NA	NA	NA	NA	NA	NA	470.73	421.67	17.77	31.28
Italie2001	2001	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.83	264.84	NA	NA	NA	NA	NA	NA	NA	NA	461.37	410.69	17.47	33.21
Italie2002	2002	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.86	269.76	NA	NA	NA	NA	NA	NA	NA	NA	444.12	391.85	16.52	35.75
Italie2003	2003	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.99	275.09	NA	NA	NA	NA	NA	NA	NA	NA	417.99	366.55	16.38	35.06
Italie2004	2004	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.16	280.61	NA	NA	NA	NA	NA	NA	NA	NA	402.03	349.11	16.88	36.04
Italie2005	2005	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.29	282.87	NA	NA	NA	NA	NA	NA	NA	NA	404.31	347.88	17.33	39.09
Italie2006	2006	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.89	283.49	NA	NA	NA	NA	NA	NA	NA	NA	399.3	340.93	17.71	40.66
Italie2007	2007	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.14	289.38	NA	NA	NA	NA	NA	NA	NA	NA	390.64	329.45	18.79	42.41
Italie2008	2008	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.48	289.2	NA	NA	NA	NA	NA	NA	NA	NA	379.1	318.45	18.94	41.72
Italie2009	2009	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.11	289.94	7.37	NA	NA	NA	NA	NA	NA	NA	369.34	308.46	18.59	42.29
Italie2010	2010	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.32	292.59	NA	NA	NA	NA	NA	NA	NA	NA	364.35	303.27	18.83	42.25
Italie2011	2011	Italie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.7	299.14	NA	NA	NA	NA	NA	NA	NA	NA	351.73	292.64	17.68	41.4
Italie2012	2012	Italie	NA	NA	NA	NA	NA	243.6	144.44	16.46	47.01	35.69	209.02	NA	NA	96.98	46.96	2426.7	90.69	296.65	6.65	NA	NA	NA	NA	NA	NA	NA	342.16	284.49	16.97	40.7
Italie2013	2013	Italie	NA	NA	NA	NA	NA	244.4	145.96	16.07	46.75	35.61	205.22	NA	NA	96.49	44.61	2384.83	88.86	301.15	7.22	NA	NA	NA	NA	NA	NA	NA	331.17	274.57	15.91	40.68
Italie2014	2014	Italie	NA	NA	NA	NA	NA	246.49	146.54	14.74	47.28	37.93	205.6	NA	NA	99.69	43.33	2404.21	87.95	300.1	7.86	NA	NA	NA	NA	NA	NA	NA	321.09	265.42	15.27	40.4
Italie2015	2015	Italie	NA	NA	NA	NA	NA	245.99	145.99	15.17	47.55	37.28	200.92	NA	NA	98.11	45.23	2445.06	88.28	295.55	8.37	NA	NA	NA	NA	NA	NA	NA	319.55	263.6	15.06	40.9
Italie2016	2016	Italie	NA	NA	NA	NA	NA	253.5	152.97	15.22	48.1	37.21	204.3	NA	NA	100.1	48.95	2475.23	89.17	306.1	8.87	NA	NA	NA	NA	NA	NA	NA	317.21	262.05	14.38	40.78
Italie2017	2017	Italie	NA	NA	NA	NA	NA	266.66	159.47	16.96	49.39	40.83	204.64	NA	NA	106.86	49.09	2522.52	88.69	310.26	NA	NA	NA	NA	NA	NA	NA	NA	318.07	262.47	14.08	41.51
Lettonie1992	1992	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1268.62	978.57	64.61	NA
Lettonie1993	1993	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1223.15	940.51	56.18	NA
Lettonie1994	1994	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1205.52	916	68.63	NA
Lettonie1995	1995	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1119.01	832.05	68.21	NA
Lettonie1996	1996	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1043.5	735.51	67.15	NA
Lettonie1997	1997	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	979.92	695.23	54.05	NA
Lettonie1998	1998	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	961.2	670.2	53.32	NA
Lettonie1999	1999	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	903.33	645.69	48.32	NA
Lettonie2000	2000	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	877.41	611.65	54.4	25.22
Lettonie2001	2001	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	827.88	578.01	55.07	23.1
Lettonie2002	2002	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	786.69	552.25	52.59	21.64
Lettonie2003	2003	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	795.43	552.02	52.1	32.61
Lettonie2004	2004	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	791.43	545.84	54.22	30.89
Lettonie2005	2005	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.16	237.9	8.4	NA	NA	NA	NA	NA	NA	NA	790.42	539.13	58.25	33.72
Lettonie2006	2006	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.78	244.1	8.2	NA	NA	NA	NA	NA	NA	NA	784.68	533.37	55.85	36.29
Lettonie2007	2007	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.58	254.74	8.41	NA	NA	NA	NA	NA	NA	NA	783.2	530.56	53.67	39.45
Lettonie2008	2008	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.76	262.57	7.9	NA	NA	NA	NA	NA	NA	NA	776.5	527.67	47.81	40
Lettonie2009	2009	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.4	253.91	8.5	NA	NA	NA	NA	NA	NA	NA	673.96	450.12	48.56	33.9
Lettonie2010	2010	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.5	248.19	6.91	NA	NA	NA	NA	NA	NA	NA	568.28	354.37	64.36	22.03
Lettonie2011	2011	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.48	248.97	6.7	NA	NA	NA	NA	NA	NA	NA	588	357.77	67	34.23
Lettonie2012	2012	Lettonie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.77	248.63	6.64	NA	NA	NA	NA	NA	NA	NA	588.5	355.99	66.46	37.51
Lettonie2013	2013	Lettonie	289.2	141.18	40.84	106.42	0.76	32.94	27.93	1.1	0	3.9	74	115.19	38.99	4.44	14.66	612.48	67.42	251.71	6.56	NA	NA	NA	NA	NA	NA	NA	579.98	350.43	64.05	40.1
Lettonie2014	2014	Lettonie	310.24	137.32	38.18	134.15	0.59	35.52	28.4	1.3	0.51	5.32	72.95	123.67	45.94	12.79	10.22	647.4	69.92	251.68	6.57	NA	NA	NA	NA	NA	NA	NA	565.71	338.45	60.64	40.58
Lettonie2015	2015	Lettonie	331.06	141.48	42.11	146.38	1.1	36.8	30.38	1.35	0.5	4.57	76.82	137.73	51.38	14.23	14.04	702.31	69.73	250.06	6.07	NA	NA	NA	NA	NA	NA	NA	569.45	338.81	64.32	40.1
Lettonie2016	2016	Lettonie	370.62	148.6	54.12	166.94	0.96	37.56	29.77	1.41	1.12	5.25	75.32	150.14	68.61	19.07	15.48	794.11	72.06	249.19	NA	NA	NA	NA	NA	NA	NA	NA	571.97	340.95	63.74	39.7
Lettonie2017	2017	Lettonie	387.21	154.71	57.81	172.9	1.8	41.07	32.6	1.52	1.01	5.93	79.59	150.44	70.15	19.92	16.29	828.8	72.8	247.7	NA	NA	NA	NA	NA	NA	NA	NA	556.67	329.88	62.92	38.77
Liechtenstein1992	1992	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	377.36	10.13	84.38	66.16	90.8	88.1	37.8	330.78	162.01	168.76	0
Liechtenstein1993	1993	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	365.58	13.29	86.41	66.47	73.12	83.09	43.21	325.7	166.17	159.53	0
Liechtenstein1994	1994	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	354.45	13.13	92.88	54.81	85.33	79.75	28.55	321.63	170.66	150.97	0
Liechtenstein1995	1995	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347.67	12.35	96.5	52.31	69.21	80.26	37.04	318.43	172.21	146.22	0
Liechtenstein1996	1996	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	346.73	13.86	89.9	55.75	69.93	81.53	35.77	315.79	174.01	141.78	0
Liechtenstein1997	1997	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	361.49	13.77	101.18	31.06	95.1	80.37	40.02	313.79	176.1	137.68	0
Liechtenstein1998	1998	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	342.31	13.89	106.73	23.68	86.52	77.37	34.1	306.31	173.68	132.63	0
Liechtenstein1999	1999	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	342.02	15.21	90	41.59	81.63	79.14	34.45	294.84	170.7	124.14	0
Liechtenstein2000	2000	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	339.97	14.86	86.91	39.21	82.59	83.29	33.11	287.95	168.48	119.47	0
Liechtenstein2001	2001	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	335.24	16.57	90.47	34.4	85.8	73.63	34.37	283.18	168.71	114.48	0
Liechtenstein2002	2002	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	355.29	19.77	120.64	16.47	91.56	68.56	38.29	278.98	163.23	115.75	0
Liechtenstein2003	2003	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	351.78	18.22	124.51	11	88.21	70.48	39.35	275.83	167.26	108.57	0
Liechtenstein2004	2004	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	348.07	19.31	121.69	9.93	83.75	72.46	40.93	272.88	159.67	113.22	0
Liechtenstein2005	2005	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.94	152.51	0	365.15	21.58	125.57	8.32	88.48	76.22	44.98	270.48	161.14	109.34	0
Liechtenstein2006	2006	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.5	159.83	2.85	376.66	21.52	125.98	7.05	90.73	85.82	45.55	242.6	162.69	79.92	0
Liechtenstein2007	2007	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.9	155.98	2.84	374.03	22.8	120.02	7.86	89.93	89.96	43.47	241.05	158.81	82.24	0
Liechtenstein2008	2008	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.48	169.15	2.82	378.72	25.29	115.78	9.87	89.37	93.59	44.82	239.62	155.05	84.57	0
Liechtenstein2009	2009	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.74	176.27	2.8	337.81	25.4	105.45	0	56.49	94.62	55.85	195.85	156.68	39.17	0
Liechtenstein2010	2010	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.72	186	2.78	400.62	32.48	109.93	0	83.31	93.78	81.12	216.54	177.67	38.87	0
Liechtenstein2011	2011	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101.89	203.79	5.51	389.6	28.81	107.1	0	79.29	90.63	83.77	214.81	173.5	41.31	0
Liechtenstein2012	2012	Liechtenstein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.94	215.51	5.46	401.35	28.67	135.66	0	61.44	90.22	85.36	212.79	171.87	40.92	0
Liechtenstein2013	2013	Liechtenstein	4188.77	1848.51	NA	2333.39	6.87	1028.76	764.95	NA	8.05	255.77	279.69	823.59	131.34	107.45	502.61	7801.41	100.04	224.42	5.41	415.86	32.72	141.14	0	61.11	105.72	75.17	164.94	164.94	0	0
Liechtenstein2014	2014	Liechtenstein	4369.64	1897.85	NA	2464.03	7.77	1085.27	803.23	NA	8.31	273.73	294.31	717.15	130.05	102.74	474.35	7934.6	91.28	228.2	5.37	453.86	35.3	153.84	0	63.63	132.22	68.86	163.77	163.77	0	0
Liechtenstein2015	2015	Liechtenstein	4844.08	2129.64	NA	2704.68	9.76	1264.1	941.36	NA	9.86	312.87	454.52	844.1	159.39	109.97	534.47	9049.79	93.35	226.7	2.67	456.34	33.07	160.56	0	61.88	138.69	62.14	160.03	160.03	0	0
Liechtenstein2016	2016	Liechtenstein	4848.08	2233.09	NA	2601.04	13.96	1266.43	925.75	NA	11.34	329.33	425.06	852.08	162.36	113.02	549.86	9081.15	98.1	230.67	2.65	442.78	40.3	142.51	0	67.35	140.34	52.29	159.08	159.08	0	0
Liechtenstein2017	2017	Liechtenstein	4711.63	2102.34	0	2591.68	17.62	1263.01	901.41	0	14.38	347.23	414.01	827.26	159.73	104.32	552.16	8885.87	121.17	242.35	NA	537.17	49	128.97	57.95	61.25	173.2	66.8	239.71	239.71	0	0
Lituanie1992	1992	Lituanie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	295.48	NA	NA	NA	NA	NA	NA	NA	NA	1204.53	1105.97	93.43	5.13
Lituanie1993	1993	Lituanie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.37	287.57	NA	NA	NA	NA	NA	NA	NA	NA	1183.51	1088.09	90.26	5.16
Lituanie1994	1994	Lituanie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.07	292.39	NA	NA	NA	NA	NA	NA	NA	NA	1117.35	1021.56	90.32	5.47
